record_id,method_id,cell_id,data_seed,model_seed,diagnostic_status,target_attainment_fraction,feasibility_fraction,cap_binding_fraction,max_absolute_strong_drift_change
esb-pcgrad-rho5_lag3-d301-m3014,pcgrad,rho5_lag3,301,3014,available,1,1,0,0.14452806115150452
esb-pcgrad-rho5_lag3-d301-m3015,pcgrad,rho5_lag3,301,3015,available,1,1,0,0.16118061542510986
esb-pcgrad-rho5_lag3-d301-m3016,pcgrad,rho5_lag3,301,3016,available,1,1,0,0.16136628389358521
esb-pcgrad-rho5_lag3-d301-m3017,pcgrad,rho5_lag3,301,3017,available,1,1,0,0.16181188821792603
esb-pcgrad-rho5_lag3-d302-m3010,pcgrad,rho5_lag3,302,3010,available,1,1,0,0.1693740040063858
esb-pcgrad-rho5_lag3-d302-m3011,pcgrad,rho5_lag3,302,3011,available,1,1,0,0.15913023054599762
esb-pcgrad-rho5_lag3-d302-m3012,pcgrad,rho5_lag3,302,3012,available,1,1,0,0.16916549205780029
esb-pcgrad-rho5_lag3-d302-m3013,pcgrad,rho5_lag3,302,3013,available,1,1,0,0.14340201020240784
esb-pcgrad-rho5_lag3-d302-m3014,pcgrad,rho5_lag3,302,3014,available,1,1,0,0.1450277715921402
esb-pcgrad-rho5_lag3-d302-m3015,pcgrad,rho5_lag3,302,3015,available,1,1,0,0.16180574893951416
esb-pcgrad-rho5_lag3-d302-m3016,pcgrad,rho5_lag3,302,3016,available,1,1,0,0.16182413697242737
esb-pcgrad-rho5_lag3-d302-m3017,pcgrad,rho5_lag3,302,3017,available,1,1,0,0.16236883401870728
esb-pcgrad-rho5_lag3-d303-m3010,pcgrad,rho5_lag3,303,3010,available,1,1,0,0.16917380690574646
esb-pcgrad-rho5_lag3-d303-m3011,pcgrad,rho5_lag3,303,3011,available,1,1,0,0.15879973769187927
esb-pcgrad-rho5_lag3-d303-m3012,pcgrad,rho5_lag3,303,3012,available,1,1,0,0.16868837177753448
esb-pcgrad-rho5_lag3-d303-m3013,pcgrad,rho5_lag3,303,3013,available,1,1,0,0.14309233427047729
esb-pcgrad-rho5_lag3-d303-m3014,pcgrad,rho5_lag3,303,3014,available,1,1,0,0.14468845725059509
esb-pcgrad-rho5_lag3-d303-m3015,pcgrad,rho5_lag3,303,3015,available,1,1,0,0.16139405965805054
esb-pcgrad-rho5_lag3-d303-m3016,pcgrad,rho5_lag3,303,3016,available,1,1,0,0.16167512536048889
esb-pcgrad-rho5_lag3-d303-m3017,pcgrad,rho5_lag3,303,3017,available,1,1,0,0.16215309500694275
esb-pcgrad-rho5_lag3-d304-m3010,pcgrad,rho5_lag3,304,3010,available,1,1,0,0.16934257745742798
esb-pcgrad-rho5_lag3-d304-m3011,pcgrad,rho5_lag3,304,3011,available,1,1,0,0.1590903103351593
esb-pcgrad-rho5_lag3-d304-m3012,pcgrad,rho5_lag3,304,3012,available,1,1,0,0.16896885633468628
esb-pcgrad-rho5_lag3-d304-m3013,pcgrad,rho5_lag3,304,3013,available,1,1,0,0.1432955414056778
esb-pcgrad-rho5_lag3-d304-m3014,pcgrad,rho5_lag3,304,3014,available,1,1,0,0.14498069882392883
esb-pcgrad-rho5_lag3-d304-m3015,pcgrad,rho5_lag3,304,3015,available,1,1,0,0.16169987618923187
esb-pcgrad-rho5_lag3-d304-m3016,pcgrad,rho5_lag3,304,3016,available,1,1,0,0.1618000715970993
esb-pcgrad-rho5_lag3-d304-m3017,pcgrad,rho5_lag3,304,3017,available,1,1,0,0.16227081418037415
